id,Org Code,Town,School Year End Date (MM/DD):,Function,Org Type,Mass District Type:,District Title I Status:,Zip,Organization Description:,Educator Preparation Program Provider (EPPP):,State,District Operating Status:,NCES ID:,School Year Start Date (MM/DD):,Fax:,Phone:,Web Site:,Phone,Address 1,Mailing Address:,Address 2,Org Name,Grade,Fax,Email:,Contact Name,SES Provider:,RTTT Grant Program:,Inter-District School Choice:,METCO Program:,Chapter 74 Approved Programs:,Ed Prep: Mission/Vision Statement:,Ed Prep: Admission Requirements - Post-Baccalaureate:,Ed Prep: Description of Partnerships:,Ed Prep: Admission Requirements - Baccalaureate:
123,00730000,Dedham,06/25,Superintendent,Public School District,Local School,Title I District,02026,,$ Not Defined,MA,Operating,2504050,9/1,781-320-0193,781-326-5622,http://www.dedham.k12.ma.us,781-326-5622,100 Whiting Avenue,"100 Whiting AvenueDedham, MA, 02026",,Dedham,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",781-320-0193,jdoe@dedham.k12.ma.us,June Doe,$ Not Defined,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
124,00740000,South Deerfield,06/19,Superintendent,Public School District,Local School,Title I District,01373,,$ Not Defined,MA,Operating,2504080,9/1,413-665-8506,413-665-1155,http://www.frontierregionalandunion38.com,413-665-1155,219 Christian Ln RFD1,"219 Christian Ln RFD1South Deerfield, MA, 01373",,Deerfield,"PK,K,01,02,03,04,05,06",413-665-8506,barrettm@frsu38.deerfield.ma.us,Martha Barrett,$ Not Defined,No,Offers Choice,Does Not Accept METCO Students,,,,,
125,00750000,South Yarmouth,6/15,Superintendent,Public School District,Local School,Non-Title I District,02664,,,MA,Non Operating,2504110,9/1,508-398-7622,508-398-7605,,508-398-7605,296 Station Avenue,"296 Station AvenueSouth Yarmouth, MA, 02664 1898",,Dennis (non-op),NA,508-398-7622,woodburyc@dy-regional.k12.ma.us,Carol Woodbury,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
126,06450000,South Yarmouth,06/25,Superintendent,Public School District,Regional Academic,Title I District,02664,,$ Not Defined,MA,Operating,2504140,9/1,508-398-7622,508-398-7600,http://www.dy-regional.k12.ma.us,508-398-7600,296 Station Avenue,"296 Station AvenueSouth Yarmouth, MA, 02664",,Dennis-Yarmouth,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-398-7622,woodburc@dy-regional.k12.ma.us,Carol Woodbury,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
127,03520000,Devens,6/15,Superintendent,Public School District,Local School,Non-Title I District,01432,new,,MA,Non Operating,2500088,9/1,978-772-7577,978-772-6340,,978-772-6340,270 Barnum Rd,"270 Barnum RdDevens, MA, 01432",,Devens (non-op),NA,978-772-7577,tscott@shirley-ma.gov,Joseph Connelly,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
128,00760000,North Dighton,6/15,Superintendent,Public School District,Local School,Non-Title I District,02764,,,MA,Non Operating,2504170,9/1,508-252-5024,508-252-5000,http://www.drregional.org,508-252-5000,2700 Regional Road,"2700 Regional RoadNorth Dighton, MA, 02764",,Dighton (non-op),NA,508-252-5024,mmalone@drregional.org,Michael Malone,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
129,06500000,North Dighton,06/27,Superintendent,Public School District,Regional Academic,Title I District,02764,Regional School District made up of the Towns of Dighton and Rehoboth,$ Not Defined,MA,Operating,2504200,9/1,508-252-5024,508-252-5000,http://www.drregional.org,508-252-5000,2700 Regional Road,"2700 Regional RoadNorth Dighton, MA, 02764",,Dighton-Rehoboth,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-252-5024,mmalone@drregional.org,Michael Malone,$ Not Defined,Yes,Does Not Offer Choice,Does Not Accept METCO Students,Automotive Technology (470604)Business Technology (520407)Carpentry (460201)Drafting (151301)Early Education and Care (131210)Exploratory (990100)Machine Tool Technology (480501)Marketing (190203)Radio & Television Broadcasting (090701),,,,
130,04750000,Dorchester,06/25,Charter School Leader,Charter District,Independent Public including Charters,Title I District,02125,,$ Not Defined,MA,Operating,2500521,9/1,--,617-379-3027,http://www.dcacademy.org,617-379-3027,131 Hancock Street,"131 Hancock StreetDorchester, MA, 02125",,Dorchester Collegiate Academy Charter (District),"04,05,06,07,08",--,rflynn@dcacademy.org,Robert Flynn,$ Not Defined,Yes,,,,,,,
131,00770000,Douglas,06/27,Superintendent,Public School District,Local School,Title I District,01516,,$ Not Defined,MA,Operating,2504230,9/1,508-476-3719,508-476-7901,http://www.douglas.k12.ma.us,508-476-7901,21 Davis Street,"21 Davis StreetDouglas, MA, 01516",,Douglas,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-476-3719,nlane@douglas.k12.ma.us,Nancy Lane,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
132,00780000,Dover,06/25,Superintendent,Public School District,Local School,Title I District,02030,The Dover School District consists of a single school - Chickering Elementary School.,$ Not Defined,MA,Operating,2504260,9/1,508-785-2239,508-785-0036,http://www.doversherborn.org,508-785-0036,157 Farm Street,"157 Farm StreetDover, MA, 02030",,Dover,"K,01,02,03,04,05",508-785-2239,dayall@doversherborn.org,Steven Bliss,$ Not Defined,No,Does Not Offer Choice,Accepts METCO Students,,,,,
133,06550000,Dover,06/25,Superintendent,Public School District,Regional Academic,Title I District,02030,The Dover-Sherborn Regional School District is comprised of a Regional High School and Middle School on a common campus in Dover.,$ Not Defined,MA,Operating,2504290,9/1,508-785-2239,508-785-0036,http://www.doversherborn.org,508-785-0036,157 Farm Street,"157 Farm StreetDover, MA, 02030",,Dover-Sherborn,"06,07,08,09,10,11,12",508-785-2239,blisss@doversherborn.org,Steven Bliss,$ Not Defined,No,Does Not Offer Choice,Accepts METCO Students,,,,,
134,00790000,Dracut,06/26,Superintendent,Public School District,Local School,Title I District,01826,,$ Not Defined,MA,Operating,2504320,9/1,978-957-2682,978-957-2660,http://dracutps.org,978-957-2660,2063 Lakeview Avenue,"2063 Lakeview AvenueDracut, MA, 01826 3005",,Dracut,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",978-957-2682,sstone@dracutps.org,Steven Stone,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
135,00800000,Dudley,6/15,Superintendent,Public School District,Local School,Non-Title I District,01571,,,MA,Non Operating,2504350,9/1,508-943-1077,508-943-6888,http://www.dc-regional.k12.ma.us,508-943-6888,68 Dudley Oxford Road,"68 Dudley Oxford RoadDudley, MA, 01571",,Dudley (non-op),NA,508-943-1077,gilrein@massed.net,Sean Gilrein,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
136,04070000,Boston,06/28,Charter School Leader,Charter District,Independent Public including Charters,Title I District,02119,,$ Not Defined,MA,Operating,2500543,09/01,617-635-6320,617-635-8507,http://www.dudleystreetschool.org/,617-635-8507,6 Shirley Street,"6 Shirley StreetBoston, MA, 02119",,Dudley Street Neighborhood Charter School (District),"PK,K,01,02",617-635-6320,shess@bpe.org,Christine Landry,$ Not Defined,$ Not Defined,,,,,,,
137,06580000,Dudley,06/21,Superintendent,Public School District,Regional Academic,Title I District,01571,,$ Not Defined,MA,Operating,2504360,9/1,508-943-1077,508-943-6888,http://dcrsd.org,508-943-6888,68 Dudley Oxford Road,"68 Dudley Oxford RoadDudley, MA, 01571",,Dudley-Charlton Reg,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-943-1077,sgilrein@dcrsd.org,Sean Gilrein,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
138,00810000,Groton,6/15,Superintendent,Public School District,Local School,Non-Title I District,01450,,,MA,Non Operating,2504400,9/1,978-448-9402,978-448-5505,,978-448-5505,P O Box 729,"P O Box 729Groton, MA, 01450 0729",,Dunstable (non-op),NA,978-448-9402,jmastrocola@gdrsd.org,Anthony Bent,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
139,00820000,Duxbury,06/21,Superintendent,Public School District,Local School,Title I District,02332,,$ Not Defined,MA,Operating,2504410,9/1,781-934-7644,781-934-7600,http://www.duxbury.k12.ma.us,781-934-7600,130 St. George Street,"130 St. George StreetDuxbury, MA, 02332",,Duxbury,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",781-934-7644,btantillo@duxbury.k12.ma.us,Benedict Tantillo,$ Not Defined,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
140,00830000,East Bridgewater,06/21,Superintendent,Public School District,Local School,Title I District,02333,"The East Briidgewater School Community Mission Statement is to provide education through a collaborative effort among school, home, and community that will result in the highest levels of respect, self-esteem, responsibility, and life-long learning in all.",$ Not Defined,MA,Operating,2504440,9/1,508-378-8225,508-378-8200,http://www.ebps.net,508-378-8200,143 Plymouth Street,"143 Plymouth StreetEast Bridgewater, MA, 02333",,East Bridgewater,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-378-8225,jmoretti@ebps.net,John Moretti,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
141,00840000,Spencer,6/15,Superintendent,Public School District,Local School,Non-Title I District,01562,,,MA,Non Operating,2500006,9/1,508-885-8504,508-885-8500,,508-885-8500,306 Main Street,"306 Main StreetSpencer, MA, 01562 1856",,East Brookfield (non-op),NA,508-885-8504,malveye@sebrsd.org,Edward Malvey,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
142,00870000,East Longmeadow,06/18,Superintendent,Public School District,Local School,Title I District,01028,"Public Schools of East Longmeadow, MA",$ Not Defined,MA,Operating,2504500,9/1,413-525-5456,413-525-5450,http://www.eastlongmeadowma.gov,413-525-5450,180 Maple Street,"180 Maple StreetEast Longmeadow, MA, 01028",,East Longmeadow,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",413-525-5456,gsmith@eastlongmeadowma.gov,Gordon Smith,$ Not Defined,Yes,Does Not Offer Choice,Accepts METCO Students,Automotive Technology (470604)Building/Property Maintenance (460401)Business Technology (520407)Carpentry (460201)Cosmetology (120401)Culinary Arts (120500)Design & Visual Communications (500401)Exploratory (990100)Fashion Technology (500407)Graphic Communications (100301)Health Assisting (510000)Horticulture (010601)Information Support Services & Networking (110401),,,,
143,00850000,Orleans,06/25,Superintendent,Public School District,Local School,Title I District,02653,"Eastham Elementary School services Eastham students through grade 5.  The Eastham students combine with students from Brewster, Orleans and Wellfleet attending the Nauset Regional Middle School in Orleans for grades 6-8 and Nauset Regional High School in North Eastham for grades 9-12.",$ Not Defined,MA,Operating,2504530,9/1,508-240-2351,508-255-8800,http://nausetschools.org,508-255-8800,78 Eldredge Pkwy,"78 Eldredge PkwyOrleans, MA, 02653",,Eastham,"PK,K,01,02,03,04,05",508-240-2351,hoffmannr@nausetschools.org,Richard Hoffmann,$ Not Defined,Yes,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
144,00860000,Easthampton,06/26,Superintendent,Public School District,Local School,Title I District,01027,,$ Not Defined,MA,Operating,2504590,9/1,413-529-1567,413-529-1500,http://www.easthampton.k12.ma.us,413-529-1500,50 Payson Avenue,"50 Payson AvenueSecond FloorEasthampton, MA, 01027",Second Floor,Easthampton,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",413-529-1567,follansbeen@easthampton.k12.ma.us,Nancy Follansbee,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,Automotive Technology (470604)Building/Property Maintenance (460401)Business Technology (520407)Carpentry (460201)Cosmetology (120401)Culinary Arts (120500)Design & Visual Communications (500401)Exploratory (990100)Fashion Technology (500407)Graphic Communications (100301)Health Assisting (510000)Horticulture (010601)Information Support Services & Networking (110401),,,,
145,00880000,North Easton,06/24,Superintendent,Public School District,Local School,Title I District,02356,Easton,$ Not Defined,MA,Operating,2504620,9/1,508-238-3563,508-230-3200,http://easton.k12.ma.us,508-230-3200,PO Box 359,"PO Box 359North Easton, MA, 02356 0359",,Easton,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-238-3563,mgreen@easton.k12.ma.us,Michael Green,$ Not Defined,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
146,00890000,Vineyard Haven,06/24,Superintendent,Public School District,Local School,Title I District,02568,Edgartown School District,$ Not Defined,MA,Operating,2509090,9/1,508-693-3190,508-693-2007,http://mvyps.org,508-693-2007,4 Pine Street,"4 Pine StreetVineyard Haven, MA, 02568",,Edgartown,"PK,K,01,02,03,04,05,06,07,08",508-693-3190,jweiss@mvyps.org,James Weiss,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
147,04520000,Boston,06/28,Charter School Leader,Charter District,Independent Public including Charters,Title I District,02115,Kennedy Academy (EMK) is a college preparatory high  school for Boston students exploring careers in the health professions and related fields.  The Academy provides a supportive learning environment that promotes respect and embraces diversity.  Students will attain the life skills needed to become productive and positive members of society,$ Not Defined,MA,Operating,2500054,9/1,617-373-7850,617-373-8576,http://kennedyacademy.org,617-373-8576,360 Huntington Avenue,"360 Huntington Avenuec/o 102 Cahners HallBoston, MA, 02115",c/o 102 Cahners Hall,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),"09,10,11,12",617-373-7850,cswalker@boston.k12.ma.us,Caren Walker Gregory,$ Not Defined,Yes,,,,,,,
148,00900000,Sheffield,6/15,Superintendent,Public School District,Local School,Non-Title I District,01257,,,MA,Non Operating,2504660,9/1,413-229-2913,413-229-8778,http://sbrsd.org,413-229-8778,PO Box 339,"PO Box 339Sheffield, MA, 01257",,Egremont (non-op),NA,413-229-2913,msingleton@tek2000.net,David Hastings,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
149,00910000,Erving,06/20,Superintendent,Public School District,Local School,Title I District,01344,Erving Elementary School,$ Not Defined,MA,Operating,2504710,9/1,413-423-3236,413-423-3337,http://www.union28.org,413-423-3337,18 Pleasant Street,"18 Pleasant StreetErving, MA, 01344",,Erving,"PK,K,01,02,03,04,05,06",413-423-3236,mahler@erving.com,Robert Mahler,$ Not Defined,No,Offers Choice,Does Not Accept METCO Students,,,,,
150,00920000,Manchester,6/15,Superintendent,Public School District,Local School,Non-Title I District,01944,,,MA,Non Operating,2504740,9/1,--,978-526-4919,,978-526-4919,36 Lincoln Street,"36 Lincoln StreetP. O. Box 1407Manchester, MA, 01944",P. O. Box 1407,Essex (non-op),NA,--,oneilm@mersd.org,Marcia O'Neil,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
151,09130000,Hathorne,06/26,Superintendent,Public School District,County Agricultural,Title I District,01937,"A public four year vocational agricultural school specializing in  the plant,animal and environmental sciences.",$ Not Defined,MA,Operating,2504750,9/1,978-774-6530,978-774-0050,http://www.agtech.org,978-774-0050,PO BOX 362,"PO BOX 362Hathorne, MA, 01937",,Essex Agricultural Technical,"09,10,11,12",978-774-6530,jwhite@agtech.org,Joy White,$ Not Defined,No,Offers Choice,Does Not Accept METCO Students,Animal Science (010599)Environmental Science & Technology (150507)Exploratory (990100)Horticulture (010601),,,,
152,00930000,Everett,06/28,Superintendent,Public School District,Local School,Title I District,02149,,$ Not Defined,MA,Operating,2504770,9/1,617-394-2408,617-389-7950,http://www.everett.k12.ma.us,617-389-7950,121 Vine Street,"121 Vine StreetEverett, MA, 02149",,Everett,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",617-394-2408,fforesteire@everett.k12.ma.us,Frederick Foresteire,$ Not Defined,Yes,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
153,04100000,East Boston,06/28,Charter School Leader,Charter District,Independent Public including Charters,Title I District,02128,"Excel Academy Charter School-Boston II prepares students to succeed in high school and college, apply their learning to solve relevant problems, and engage productively in their communities.",$ Not Defined,MA,Operating,2500075,9/1,617-516-1603,617-874-4080,http://www.excelacademy.org,617-874-4080,58 Moore Street,"58 Moore StreetEast Boston, MA, 02128",,Excel Academy Charter (District),"05,06,07,08",617-516-1603,kdankleff@excelacademy.org,Owen Stearns,$ Not Defined,Yes,,,,,,,
154,04590000,East Boston,06/28,Charter School Leader,Charter District,Independent Public including Charters,Title I District,02128,"Excel Academy Charter School-Boston II's opening date is August 2012. At full-scale, the school will serve 448 5th-12th grade students.",$ Not Defined,MA,Operating,2500534,09/01,617-963-7162,617-561-1371,http://www.excelacademy.org,617-561-1371,1150 Saratoga Street,"1150 Saratoga StreetEast Boston, MA, 02128",,Excel Academy Charter School - Boston II (District),"05,06",617-963-7162,kdankleff@excelacademy.org,Owen Stearns,$ Not Defined,No,,,,,,,
155,04610000,Chelsea,06/27,Charter School Leader,Charter District,Independent Public including Charters,Title I District,02150,,$ Not Defined,MA,Operating,2500529,,617-516-9676,617-336-9970,http://www.excelacademy.org,617-336-9970,180 Second Street,"180 Second StreetChelsea, MA, 02150",,Excel Academy Charter School - Chelsea (District),"05,06,07",617-516-9676,smorgan@excelacademy.org,Owen Stearns,$ Not Defined,No,,,,,,,
156,00940000,Fairhaven,06/26,Superintendent,Public School District,Local School,Title I District,02719,,$ Not Defined,MA,Operating,2504800,9/1,508-979-4149,508-979-4000,http://www.fairhavenps.org/,508-979-4000,128 Washington Street,"128 Washington StreetFairhaven, MA, 02719",,Fairhaven,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-979-4149,rbaldwin@fairhavenps.net,Robert Baldwin,$ Not Defined,Yes,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
157,00950000,Fall River,6/28,Superintendent,Public School District,Local School,Title I District,02720,,$ Not Defined,MA,Operating,2504830,9/1,508-675-8462,508-675-8420,http://www.fallriverschools.org,508-675-8420,417 Rock Street,"417 Rock StreetFall River, MA, 02720",,Fall River,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-675-8462,mmayobrown@fallriverschools.org,Margery Mayo-Brown,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,Cosmetology (120401)Culinary Arts (120500)Design & Visual Communications (500401)Early Education and Care (131210)Exploratory (990100)Health Assisting (510000),,,,
158,00960000,East Falmouth,06/21,Superintendent,Public School District,Local School,Title I District,02536,The Falmouth Public School System is located on Cape Cod. The seven schools provide an education for slightly less than 5000 children enrolled in Preschool programs to Grade 12.,$ Not Defined,MA,Operating,2504860,9/1,508-457-9032,508-548-0151,http://www.falmouth.k12.ma.us,508-548-0151,340 Teaticket Hwy,"340 Teaticket HwyEast Falmouth, MA, 02536 6527",,Falmouth,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-457-9032,bgifford@falmouth.k12.ma.us,Bonny Gifford,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
159,06620000,Otis,06/20,Superintendent,Public School District,Regional Academic,Title I District,01253,"Farmington River Regional School District is a region formed in 1992 to provide educational services for the towns of Otis and Sandisfield in the Southeast corner of Berkshire County.  We operate one school, Farmington River Elementary, a PK through 6th grade school.   We have a new school located on Route 8, just north of the center of Otis.   All",$ Not Defined,MA,Operating,2513321,9/1,413-269-7659,413-269-4466,http://www.frrsd.org,413-269-4466,555 N Main Street,"555 N Main StreetPO Box 679Otis, MA, 01253 0679",PO Box 679,Farmington River Reg,"PK,K,01,02,03,04,05,06",413-269-7659,jaustin@frrsd.org,Joanne Austin,$ Not Defined,No,Offers Choice,Does Not Accept METCO Students,,,,,
160,00970000,Fitchburg,06/26,Superintendent,Public School District,Local School,Title I District,01420,"The district serves approximately 5000 students PK-12. The district offers a PreK-8 Arts Innovation School on the campus of Fitchburg State University, a grade 5-8 Expanded Learning Time School, extensive AP courses at Fitchburg High School and an alternative high school - Goodrich Academy",$ Not Defined,MA,Operating,2504890,9/1,978-348-2305,978-345-3200,http://www.fitchburg.k12.ma.us,978-345-3200,376 South Street,"376 South StreetFitchburg, MA, 01420",,Fitchburg,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",978-348-2305,ravenellea@fitchburg.k12.ma.us,Andre Ravenelle,Yes,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
161,00980000,Florida,06/12,Superintendent,Public School District,Local School,Title I District,01247,,$ Not Defined,MA,Operating,2504920,9/1,413-663-3593,413-664-6023,http://www.abbottmemorial.org,413-664-6023,56 North County Rd,"56 North County RdFlorida, MA, 01247 9614",,Florida,"PK,K,01,02,03,04,05,06,07,08",413-663-3593,jlev@nbsunion.com,Jon Lev,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
162,04130000,Greenfield,06/17,Charter School Leader,Charter District,Independent Public including Charters,Title I District,01301,"Four Rivers is dedicated to educating young people for lives of learning and service. The school offers a rigorous academic program aligned with Massachusetts curriculum frameworks and an emphasis on character development for moral and social responsibility. Three central themes -- nature, technology and community -- pervade teaching and learning.",$ Not Defined,MA,Operating,2500076,9/1,413-775-4578,413-775-4577,http://www.fourriverscharter.org,413-775-4577,248 Colrain Road,"248 Colrain RoadGreenfield, MA, 01301",,Four Rivers Charter Public (District),"07,08,09,10,11,12",413-775-4578,info@fourriverscharter.org,Peter Garbus,$ Not Defined,No,,,,,,,
163,00990000,Foxborough,06/25,Superintendent,Public School District,Local School,Title I District,02035,,$ Not Defined,MA,Operating,2504950,9/1,508-543-4793,508-543-1660,http://www.foxborough.k12.ma.us,508-543-1660,60 South Street,"60 South StreetC/O Igo Administration BuildingFoxborough, MA, 02035",C/O Igo Administration Building,Foxborough,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-543-4793,spinellid@foxborough.k12.ma.us,Debra Spinelli,$ Not Defined,Yes,Does Not Offer Choice,Accepts METCO Students,,,,,
164,04460000,Foxborough,06/25,Charter School Leader,Charter District,Independent Public including Charters,Title I District,02035,"The Foxborough Regional Charter School seeks to provide students an outstanding academic program that prepares students for college in a challenging and stimulating learning environment that instills positive ethical, moral and civic values and prepares students to serve their community as leaders and exemplary citizens.",$ Not Defined,MA,Operating,2500052,9/1,508-543-7982,508-543-2508,http://www.foxboroughrcs.org,508-543-2508,131 Central Street,"131 Central StreetFoxborough, MA, 02035",,Foxborough Regional Charter (District),"K,01,02,03,04,05,06,07,08,09,10,11,12",508-543-7982,mlogan@foxboroughrcs.org,Mark Logan,$ Not Defined,Yes,,,,,,,
165,01000000,Framingham,06/26,Superintendent,Public School District,Local School,Title I District,01701,"The mission of the Framingham Public Schools, a system that understands and values our diversity, is to educate each student to learn and live productively as a critically thinking, responsible citizen in a multicultural, democratic society by providing academically challenging instructional programs taught by a highly qualified and diverse staff.",$ Not Defined,MA,Operating,2504980,9/1,508-877-4240,508-626-9117,http://www.framingham.k12.ma.us,508-626-9117,454 Water Street,"454 Water StreetOffice of the SuperintendentFramingham, MA, 01701",Office of the Superintendent,Framingham,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-877-4240,sscott@framingham.k12.ma.us,Stacy Scott,$ Not Defined,Yes,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
166,04780000,Devens,06/20,Charter School Leader,Charter District,Independent Public including Charters,Non-Title I District,01434,"Parker`s mission is to place the student at the center of her or his education, and to create conditions for students to learn to use their minds well.  There are 360 students in grades 7-12 who advance and are promoted based on demonstration of learning through exhibition -- the school uses no letter grades or credits.  Parker is a member of the Coalition of Essential Schools and subscribes to its Ten Principles (www.essentialschools.org); it is also a candidate for accreditation by the New England Association of Schools and Colleges.  Admission is open to students who are residents of the Commonwealth and a lottery is used if there are more applicants than openings.  All members of the (first) graduating Class of 2000 were accepted at one or more colleges of their choice.  Also, Parker has an independently funded Regional Teacher Center for the purpose of supporting innovation in education and the transformation of teaching and learning, based on the Ten Principles of the Coalition.",Yes,MA,Operating,2500038,9/1,978-772-3295,978-772-3293,http://www.parker.org,978-772-3293,49 Antietam Street,"49 Antietam StreetDevens, MA, 01434",,Francis W. Parker Charter Essential (District),"07,08,09,10,11,12",978-772-3295,parkerschool@parker.org,Todd Sumner,$ Not Defined,No,,,,"New Teachers Collaborative prepares teachers to be successful in secondary schools (Grades 7-12) through a full-time, full-year apprenticeship model of teacher preparation.  Using a cohort model to learn about and practice teaching, New Teachers Collaborative (NTC) is grounded in collaborative and reflective practice.  Guided by the Coalition of Essential Schools Common Principles, NTC places teacher candidates in small, progressive schools designed to know students well and to develop the habits of using one's mind well.  Through this educator preparation program, teacher candidates are placed in classrooms with students and alongside faculty from the very first day of school, co-teaching with master teachers and supported through a formal mentoring program.","Bachelor's degree (minimum) with strong academic preparation in subject matter.  Application, including a Statement of Interest.  Candidates join New Teachers Collaborative directly from undergraduate programs, following gap years, or as mid-career professionals.","New Teachers Collaborative proudly announces a newly-formed partnership with Fitchburg State University, working together to support emerging teacher practice. Through this partnership, teacher candidates are eligible to receive graduate-level credits. NTC works in partnership with schools in north central Massachusetts and the greater Boston area to support the learning and practice and placement of new teachers.",New Teachers Collaborative is a post-baccalaureate teacher preparation program.
167,01010000,Franklin,06/26,Superintendent,Public School District,Local School,Title I District,02038,Franklin Public School District,$ Not Defined,MA,Operating,2505010,9/1,508-553-0321,508-541-5243,http://www.franklin.k12.ma.us,508-541-5243,355 East Central Street,"355 East Central StreetFranklin, MA, 02038",,Franklin,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-553-0321,sabolinm@franklin.k12.ma.us,Maureen Sabolinski,$ Not Defined,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
168,08180000,Turners Falls,06/18,Superintendent,Public School District,Regional Vocational Tech,Title I District,01376,,$ Not Defined,MA,Operating,2505020,9/1,413-863-2816,413-863-4239,http://www.fcts.org,413-863-4239,82 Industrial Blvd,"82 Industrial BlvdTurners Falls, MA, 01376",,Franklin County Regional Vocational Technical,"09,10,11,12",413-863-2816,superintendent@eagle.fcts.org,James Laverty,$ Not Defined,Yes,Does Not Offer Choice,Does Not Accept METCO Students,Automotive Collision Repair & Refinishing (470603)Automotive Technology (470604)Business Technology (520407)Carpentry (460201)Cosmetology (120401)Culinary Arts (120500)Electricity (460302)Exploratory (990100)Health Assisting (510000)Horticulture (010601)Machine Tool Technology (480501)Metal Fabrication & Joining Technologies (480599)Plumbing (460503)Programming & Web Development (110201),,,,
169,01020000,Lakeville,6/17,Superintendent,Public School District,Local School,Non-Title I District,02347,,,MA,Non Operating,2505040,9/1,508-923-0934,508-923-2000,http://www.freelake.org,508-923-2000,98 Howland Rd,"98 Howland RdLakeville, MA, 02347",,Freetown (non-op),NA,508-923-0934,jmccarthy@freelake.org,John McCarthy,$ Not Defined,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
170,06650000,Lakeville,06/26,Superintendent,Public School District,Regional Academic,Title I District,02347,,$ Not Defined,MA,Operating,2505070,9/1,508-923-0934,508-923-2000,http://www.freelake.org,508-923-2000,98 Howland Rd,"98 Howland RdLakeville, MA, 02347 2230",,Freetown-Lakeville,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-923-0934,drnash@freelake.org,Kristine Nash,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
171,06700000,South Deerfield,06/19,Superintendent,Public School District,Regional Academic,Title I District,01373,,$ Not Defined,MA,Operating,2505100,9/1,413-665-8506,413-665-1155,http://www.frontierregionalandunion38.com,413-665-1155,219 Christian Ln RFD1,"219 Christian Ln RFD1South Deerfield, MA, 01373",,Frontier,"07,08,09,10,11,12",413-665-8506,barrettm@frsu38.deerfield.ma.us,Martha Barrett,$ Not Defined,No,Offers Choice,Does Not Accept METCO Students,,,,,
172,01030000,Gardner,06/21,Superintendent,Public School District,Local School,Title I District,01440,Gardner Public Schools,$ Not Defined,MA,Operating,2505130,9/1,978-632-1164,978-632-1000,http://www.gardnerk12.org,978-632-1000,70 Waterford Street,"70 Waterford StreetGardner, MA, 01440",,Gardner,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",978-632-1164,daringc@gardnerk12.org,Carol Daring,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
